,mse,rmse,rmsle,mape,r2
"units=50, act=relu, opt=adam",23686879813.365944,153905.42489907867,0.1479606741978313,13.673013710492054,0.38913148635204553
"units=150, act=relu, opt=adam",5578692479.435602,74690.64519359572,0.0918797070739931,7.061629933112494,0.8561293167414612
"units=100, act=tanh, opt=adamax",30347981746.104153,174206.72130002375,0.1746338348951411,18.180037920302922,0.21734619977271175
