,MSE,RMSE,RMSLE,MAPE,R2
err_x,19351948250.44413,139111.28009778407,0.15454486789870556,13.963013682414138,0.547016515478413
err_y,38778547192.41611,196922.6934419091,0.2607878428281372,19.67002309746531,0.043490114218266984
